ID_image,bbox_car,class,bbox_plate
frame_1022.jpg,"[566, 170, 945, 441]",car,"(808, 371, 881, 402)"
frame_1023.jpg,"[565, 170, 945, 443]",car,"(808, 371, 881, 402)"
frame_1024.jpg,"[566, 171, 945, 442]",car,"(808, 371, 881, 402)"
frame_1025.jpg,"[566, 171, 944, 443]",car,"(808, 371, 880, 402)"
frame_1026.jpg,"[566, 170, 945, 444]",car,"(808, 370, 881, 401)"
frame_1027.jpg,"[566, 171, 945, 443]",car,"(807, 370, 881, 401)"
frame_1028.jpg,"[567, 170, 945, 443]",car,"(808, 370, 881, 401)"
frame_1029.jpg,"[567, 171, 945, 443]",car,"(808, 370, 881, 401)"
frame_103.jpg,"[600, 135, 728, 247]",car,"(None, None)"
frame_103.jpg,"[764, 57, 1253, 274]",truck,"(None, None)"
frame_1030.jpg,"[566, 172, 946, 442]",car,"(808, 370, 881, 401)"
frame_1031.jpg,"[567, 171, 945, 445]",car,"(808, 370, 881, 401)"
frame_1032.jpg,"[566, 171, 945, 445]",car,"(808, 370, 881, 402)"
frame_1033.jpg,"[566, 171, 945, 443]",car,"(808, 371, 881, 401)"
frame_1034.jpg,"[567, 170, 945, 441]",car,"(808, 371, 881, 401)"
frame_1035.jpg,"[567, 171, 945, 444]",car,"(808, 370, 881, 401)"
frame_1036.jpg,"[567, 171, 945, 443]",car,"(808, 370, 881, 401)"
frame_1037.jpg,"[567, 171, 945, 444]",car,"(808, 370, 881, 402)"
frame_1038.jpg,"[566, 171, 945, 443]",car,"(808, 370, 881, 402)"
frame_1039.jpg,"[566, 171, 945, 442]",car,"(807, 370, 881, 402)"
frame_104.jpg,"[610, 137, 734, 242]",car,"(None, None)"
frame_104.jpg,"[768, 53, 1279, 279]",truck,"(None, None)"
frame_1040.jpg,"[566, 171, 945, 440]",car,"(809, 371, 882, 402)"
frame_1041.jpg,"[566, 172, 945, 440]",car,"(809, 371, 881, 402)"
frame_1042.jpg,"[566, 171, 946, 441]",car,"(809, 371, 882, 402)"
frame_1043.jpg,"[566, 172, 946, 440]",car,"(809, 371, 882, 402)"
frame_1044.jpg,"[566, 172, 946, 439]",car,"(809, 370, 882, 402)"
frame_1045.jpg,"[566, 172, 946, 441]",car,"(809, 371, 882, 402)"
frame_1046.jpg,"[566, 172, 946, 440]",car,"(809, 371, 882, 402)"
frame_1047.jpg,"[566, 172, 946, 439]",car,"(809, 371, 881, 402)"
frame_1048.jpg,"[566, 171, 946, 440]",car,"(808, 371, 881, 401)"
frame_1049.jpg,"[566, 171, 946, 440]",car,"(809, 371, 882, 401)"
frame_105.jpg,"[662, 134, 775, 231]",car,"(None, None)"
frame_105.jpg,"[661, 51, 1272, 277]",truck,"(None, None)"
frame_1050.jpg,"[566, 171, 946, 440]",car,"(809, 371, 882, 401)"
frame_1051.jpg,"[566, 172, 946, 440]",car,"(809, 370, 882, 401)"
frame_1052.jpg,"[566, 172, 945, 440]",car,"(809, 371, 882, 401)"
frame_1053.jpg,"[566, 172, 945, 440]",car,"(809, 370, 882, 401)"
frame_1054.jpg,"[568, 171, 944, 440]",car,"(809, 370, 881, 400)"
frame_1055.jpg,"[568, 171, 944, 439]",car,"(810, 370, 881, 400)"
frame_1056.jpg,"[567, 171, 944, 441]",car,"(810, 370, 881, 400)"
frame_1057.jpg,"[567, 171, 945, 436]",car,"(810, 371, 881, 400)"
frame_1058.jpg,"[567, 173, 945, 436]",car,"(809, 371, 885, 405)"
frame_1059.jpg,"[565, 174, 945, 452]",car,"(770, 370, 887, 407)"
frame_106.jpg,"[738, 342, 1278, 711]",car,"(None, None)"
frame_1060.jpg,"[565, 174, 946, 451]",car,"(730, 326, 904, 368)"
frame_1061.jpg,"[564, 173, 946, 451]",car,"(None, None)"
frame_1062.jpg,"[565, 173, 946, 447]",car,"(None, None)"
frame_1062.jpg,"[894, 524, 1279, 712]",car,"(None, None)"
frame_1063.jpg,"[565, 173, 946, 449]",car,"(None, None)"
frame_1063.jpg,"[826, 467, 1279, 712]",car,"(None, None)"
frame_1064.jpg,"[565, 173, 945, 450]",car,"(None, None)"
frame_1064.jpg,"[813, 458, 1279, 712]",car,"(None, None)"
frame_1065.jpg,"[565, 173, 947, 449]",car,"(None, None)"
frame_1065.jpg,"[814, 457, 1279, 712]",car,"(None, None)"
frame_1066.jpg,"[564, 173, 947, 445]",car,"(None, None)"
frame_1066.jpg,"[814, 456, 1279, 711]",car,"(None, None)"
frame_1067.jpg,"[567, 172, 946, 448]",car,"(None, None)"
frame_1067.jpg,"[814, 454, 1279, 712]",car,"(None, None)"
frame_1068.jpg,"[566, 173, 946, 448]",car,"(None, None)"
frame_1068.jpg,"[814, 454, 1279, 712]",car,"(None, None)"
frame_1069.jpg,"[565, 172, 947, 442]",car,"(None, None)"
frame_1069.jpg,"[814, 457, 1279, 712]",car,"(None, None)"
frame_107.jpg,"[657, 226, 1278, 715]",car,"(None, None)"
frame_1070.jpg,"[566, 172, 946, 454]",car,"(None, None)"
frame_1070.jpg,"[813, 458, 1279, 712]",car,"(None, None)"
frame_1071.jpg,"[566, 170, 946, 452]",car,"(None, None)"
frame_1071.jpg,"[814, 456, 1279, 711]",car,"(None, None)"
frame_1072.jpg,"[565, 169, 945, 448]",car,"(None, None)"
frame_1072.jpg,"[813, 457, 1279, 711]",car,"(None, None)"
frame_1073.jpg,"[565, 169, 946, 442]",car,"(None, None)"
frame_1073.jpg,"[814, 454, 1279, 712]",car,"(None, None)"
frame_1074.jpg,"[565, 169, 945, 445]",car,"(None, None)"
frame_1074.jpg,"[813, 457, 1279, 712]",car,"(None, None)"
frame_1075.jpg,"[565, 169, 946, 443]",car,"(None, None)"
frame_1075.jpg,"[813, 457, 1279, 712]",car,"(None, None)"
frame_1076.jpg,"[565, 169, 946, 443]",car,"(None, None)"
frame_1076.jpg,"[814, 454, 1279, 712]",car,"(None, None)"
frame_1077.jpg,"[561, 163, 923, 432]",car,"(None, None)"
frame_1077.jpg,"[813, 456, 1279, 712]",car,"(None, None)"
frame_1078.jpg,"[545, 156, 846, 380]",car,"(None, None)"
frame_1078.jpg,"[811, 454, 1279, 712]",car,"(None, None)"
frame_1079.jpg,"[762, 412, 1279, 710]",car,"(None, None)"
frame_1079.jpg,"[544, 148, 768, 319]",car,"(None, None)"
frame_108.jpg,"[601, 176, 1106, 581]",car,"(904, 429, 988, 458)"
frame_1080.jpg,"[665, 291, 1279, 712]",car,"(None, None)"
frame_1080.jpg,"[566, 140, 730, 277]",car,"(None, None)"
frame_1081.jpg,"[590, 231, 1280, 707]",car,"(901, 436, 997, 478)"
frame_1081.jpg,"[567, 136, 718, 269]",car,"(901, 436, 997, 478)"
frame_1081.jpg,"[592, 230, 1077, 696]",car,"(901, 436, 997, 478)"
frame_1082.jpg,"[567, 193, 892, 440]",car,"(743, 328, 820, 356)"
frame_1083.jpg,"[557, 165, 795, 359]",car,"(680, 265, 745, 286)"
frame_1084.jpg,"[564, 138, 754, 317]",car,"(None, None)"
frame_1085.jpg,"[562, 144, 735, 293]",car,"(630, 222, 686, 240)"
frame_1085.jpg,"[564, 138, 772, 274]",car,"(630, 222, 686, 240)"
frame_1086.jpg,"[833, 587, 1279, 715]",car,"(None, None)"
frame_1087.jpg,"[722, 451, 1278, 712]",car,"(899, 579, 960, 633)"
frame_1088.jpg,"[555, 224, 968, 577]",car,"(None, None)"
frame_1089.jpg,"[537, 183, 816, 420]",car,"(None, None)"
frame_109.jpg,"[566, 150, 920, 431]",car,"(766, 311, 845, 331)"
frame_1090.jpg,"[515, 162, 735, 330]",car,"(625, 275, 678, 296)"
frame_1091.jpg,"[534, 124, 712, 292]",car,"(None, None)"
frame_1092.jpg,"[562, 136, 776, 333]",car,"(645, 293, 733, 310)"
frame_1093.jpg,"[574, 142, 949, 395]",car,"(None, None)"
frame_1094.jpg,"[667, 157, 1175, 447]",car,"(None, None)"
frame_1095.jpg,"[866, 176, 1279, 461]",car,"(None, None)"
frame_1096.jpg,"[1076, 194, 1279, 440]",car,"(None, None)"
frame_1096.jpg,"[765, 61, 1275, 274]",truck,"(None, None)"
frame_11.jpg,"[524, 165, 891, 442]",car,"(710, 343, 808, 379)"
frame_110.jpg,"[562, 138, 819, 352]",truck,"(None, None)"
frame_110.jpg,"[560, 138, 821, 351]",car,"(None, None)"
frame_111.jpg,"[577, 132, 765, 306]",car,"(654, 216, 716, 236)"
frame_112.jpg,"[578, 129, 739, 262]",car,"(None, None)"
frame_112.jpg,"[682, 50, 1244, 277]",truck,"(None, None)"
frame_113.jpg,"[1054, 334, 1279, 681]",car,"(None, None)"
frame_114.jpg,"[712, 214, 1236, 544]",car,"(None, None)"
frame_115.jpg,"[655, 205, 1143, 493]",car,"(983, 418, 1089, 466)"
frame_116.jpg,"[616, 189, 1047, 450]",car,"(904, 389, 974, 417)"
frame_117.jpg,"[586, 175, 977, 407]",car,"(856, 348, 949, 378)"
frame_118.jpg,"[567, 173, 917, 383]",car,"(778, 322, 898, 354)"
frame_119.jpg,"[554, 166, 870, 358]",car,"(752, 302, 845, 329)"
frame_12.jpg,"[544, 141, 743, 312]",car,"(583, 232, 718, 258)"
frame_120.jpg,"[947, 393, 1279, 710]",car,"(None, None)"
frame_121.jpg,"[829, 316, 1279, 710]",car,"(1134, 507, 1179, 550)"
frame_122.jpg,"[703, 223, 1238, 606]",car,"(1101, 492, 1179, 535)"
frame_123.jpg,"[678, 206, 1143, 564]",car,"(998, 433, 1078, 461)"
frame_124.jpg,"[655, 192, 1070, 491]",truck,"(921, 388, 1009, 412)"
frame_124.jpg,"[652, 194, 1069, 490]",car,"(921, 388, 1009, 412)"
frame_125.jpg,"[637, 188, 1018, 450]",car,"(857, 361, 966, 384)"
frame_125.jpg,"[636, 187, 1018, 450]",truck,"(857, 361, 966, 384)"
frame_126.jpg,"[632, 183, 1005, 435]",car,"(874, 351, 956, 376)"
frame_127.jpg,"[632, 183, 1005, 435]",car,"(875, 350, 957, 374)"
frame_128.jpg,"[631, 182, 1002, 437]",car,"(871, 350, 947, 376)"
frame_129.jpg,"[633, 183, 1003, 438]",car,"(872, 350, 947, 375)"
frame_13.jpg,"[835, 410, 1279, 713]",car,"(None, None)"
frame_130.jpg,"[633, 183, 1003, 438]",car,"(872, 350, 948, 375)"
frame_131.jpg,"[633, 182, 1003, 438]",car,"(871, 350, 947, 375)"
frame_132.jpg,"[633, 183, 1003, 438]",car,"(871, 350, 947, 375)"
frame_133.jpg,"[633, 183, 1003, 435]",car,"(871, 350, 947, 375)"
frame_134.jpg,"[634, 183, 1003, 436]",car,"(871, 350, 947, 375)"
frame_135.jpg,"[634, 181, 1004, 435]",car,"(872, 350, 947, 375)"
frame_136.jpg,"[629, 180, 989, 435]",car,"(862, 344, 933, 364)"
frame_136.jpg,"[660, 49, 1272, 284]",truck,"(862, 344, 933, 364)"
frame_137.jpg,"[606, 168, 922, 401]",car,"(792, 302, 888, 326)"
frame_138.jpg,"[591, 159, 858, 349]",car,"(742, 274, 819, 293)"
frame_139.jpg,"[585, 149, 799, 311]",truck,"(704, 243, 778, 258)"
frame_139.jpg,"[587, 150, 800, 311]",car,"(704, 243, 778, 258)"
frame_14.jpg,"[581, 188, 957, 454]",car,"(805, 331, 896, 367)"
frame_140.jpg,"[973, 520, 1279, 713]",car,"(None, None)"
frame_141.jpg,"[829, 356, 1279, 708]",car,"(1128, 566, 1181, 612)"
frame_142.jpg,"[618, 216, 1059, 538]",car,"(919, 450, 1001, 490)"
frame_143.jpg,"[597, 209, 1020, 512]",car,"(877, 432, 961, 462)"
frame_144.jpg,"[592, 207, 1012, 509]",car,"(867, 423, 953, 457)"
frame_145.jpg,"[592, 207, 1011, 507]",car,"(869, 424, 951, 456)"
frame_146.jpg,"[593, 205, 1011, 506]",car,"(872, 424, 953, 457)"
frame_147.jpg,"[592, 206, 1010, 507]",car,"(872, 424, 952, 457)"
frame_148.jpg,"[592, 206, 1011, 507]",car,"(870, 423, 950, 456)"
frame_149.jpg,"[592, 205, 1011, 507]",car,"(870, 423, 951, 457)"
frame_15.jpg,"[557, 157, 796, 338]",car,"(677, 246, 760, 266)"
frame_150.jpg,"[593, 204, 1011, 508]",car,"(870, 426, 950, 458)"
frame_151.jpg,"[596, 204, 1012, 508]",car,"(870, 426, 949, 457)"
frame_152.jpg,"[593, 204, 1012, 508]",car,"(872, 427, 951, 460)"
frame_153.jpg,"[599, 208, 1023, 511]",car,"(883, 433, 965, 466)"
frame_154.jpg,"[603, 208, 1028, 520]",car,"(889, 430, 963, 468)"
frame_154.jpg,"[599, 53, 1263, 286]",truck,"(889, 430, 963, 468)"
frame_155.jpg,"[596, 207, 1017, 510]",car,"(875, 431, 963, 461)"
frame_156.jpg,"[590, 203, 993, 510]",car,"(850, 411, 933, 448)"
frame_157.jpg,"[578, 192, 945, 461]",car,"(808, 388, 892, 414)"
frame_158.jpg,"[560, 178, 873, 410]",car,"(750, 343, 821, 367)"
frame_159.jpg,"[555, 166, 794, 347]",car,"(684, 294, 747, 314)"
frame_16.jpg,"[887, 489, 1279, 714]",car,"(None, None)"
frame_160.jpg,"[561, 155, 749, 311]",car,"(646, 267, 710, 285)"
frame_161.jpg,"[118, 220, 311, 374]",motorcycle,"(None, None)"
frame_162.jpg,"[190, 44, 659, 250]",truck,"(None, None)"
frame_163.jpg,"[817, 507, 1279, 713]",car,"(None, None)"
frame_164.jpg,"[552, 129, 747, 206]",car,"(782, 328, 877, 364)"
frame_164.jpg,"[586, 181, 911, 436]",car,"(782, 328, 877, 364)"
frame_165.jpg,"[574, 160, 805, 347]",car,"(717, 258, 786, 287)"
frame_166.jpg,"[576, 149, 756, 304]",car,"(664, 264, 741, 285)"
frame_167.jpg,"[818, 390, 1279, 714]",car,"(1120, 587, 1176, 652)"
frame_168.jpg,"[703, 279, 1280, 716]",car,"(1043, 586, 1123, 619)"
frame_169.jpg,"[653, 223, 1118, 550]",car,"(950, 411, 1050, 452)"
frame_17.jpg,"[725, 378, 1279, 714]",car,"(None, None)"
frame_170.jpg,"[618, 199, 990, 447]",car,"(833, 338, 930, 374)"
frame_171.jpg,"[598, 182, 909, 387]",car,"(771, 291, 858, 324)"
frame_172.jpg,"[579, 171, 854, 350]",car,"(725, 265, 799, 288)"
frame_173.jpg,"[571, 162, 805, 314]",car,"(682, 239, 765, 260)"
frame_174.jpg,"[574, 152, 766, 299]",car,"(659, 222, 729, 238)"
frame_175.jpg,"[430, 151, 692, 329]",car,"(465, 265, 517, 284)"
frame_176.jpg,"[234, 162, 634, 389]",car,"(286, 311, 363, 353)"
frame_177.jpg,"[0, 185, 494, 465]",car,"(None, None)"
frame_178.jpg,"[0, 221, 242, 471]",car,"(None, None)"
frame_179.jpg,"[593, 145, 726, 243]",car,"(None, None)"
frame_179.jpg,"[734, 55, 1150, 277]",truck,"(None, None)"
frame_18.jpg,"[587, 224, 1075, 589]",car,"(915, 432, 1011, 477)"
frame_180.jpg,"[437, 151, 691, 302]",car,"(475, 262, 555, 278)"
frame_181.jpg,"[317, 160, 650, 339]",car,"(None, None)"
frame_182.jpg,"[135, 173, 567, 398]",car,"(None, None)"
frame_183.jpg,"[0, 204, 398, 484]",car,"(None, None)"
frame_184.jpg,"[0, 254, 155, 475]",car,"(None, None)"
frame_185.jpg,"[596, 480, 1279, 714]",car,"(1094, 644, 1161, 694)"
frame_185.jpg,"[826, 480, 1279, 714]",car,"(1094, 644, 1161, 694)"
frame_186.jpg,"[622, 221, 1069, 548]",car,"(892, 410, 980, 447)"
frame_187.jpg,"[595, 200, 962, 456]",car,"(804, 339, 891, 368)"
frame_188.jpg,"[571, 179, 881, 395]",car,"(732, 290, 838, 323)"
frame_189.jpg,"[563, 168, 825, 354]",car,"(695, 263, 777, 286)"
frame_19.jpg,"[559, 197, 923, 461]",car,"(765, 342, 862, 375)"
frame_190.jpg,"[558, 161, 779, 313]",car,"(658, 236, 746, 258)"
frame_191.jpg,"[590, 145, 719, 252]",car,"(None, None)"
frame_191.jpg,"[694, 128, 774, 210]",car,"(None, None)"
frame_191.jpg,"[767, 63, 1118, 274]",truck,"(None, None)"
frame_192.jpg,"[684, 136, 771, 211]",car,"(None, None)"
frame_192.jpg,"[541, 120, 708, 268]",car,"(None, None)"
frame_192.jpg,"[541, 121, 707, 272]",truck,"(None, None)"
frame_193.jpg,"[479, 119, 701, 298]",car,"(None, None)"
frame_194.jpg,"[367, 122, 683, 327]",car,"(None, None)"
frame_195.jpg,"[247, 128, 644, 367]",car,"(None, None)"
frame_195.jpg,"[739, 141, 774, 205]",car,"(None, None)"
frame_196.jpg,"[78, 133, 564, 415]",car,"(None, None)"
frame_196.jpg,"[538, 142, 625, 206]",car,"(None, None)"
frame_197.jpg,"[0, 146, 427, 478]",car,"(None, None)"
frame_198.jpg,"[0, 166, 238, 452]",car,"(None, None)"
frame_199.jpg,"[533, 142, 708, 292]",car,"(575, 249, 639, 264)"
frame_2.jpg,"[637, 224, 1100, 583]",car,"(962, 478, 1045, 532)"
frame_20.jpg,"[550, 178, 832, 387]",car,"(703, 287, 776, 310)"
frame_200.jpg,"[528, 148, 726, 327]",car,"(None, None)"
frame_201.jpg,"[551, 161, 809, 375]",car,"(664, 335, 782, 353)"
frame_202.jpg,"[584, 175, 1002, 463]",car,"(870, 394, 964, 425)"
frame_202.jpg,"[542, 125, 728, 212]",car,"(870, 394, 964, 425)"
frame_203.jpg,"[675, 194, 1234, 548]",car,"(None, None)"
frame_204.jpg,"[892, 223, 1279, 528]",car,"(None, None)"
frame_204.jpg,"[762, 53, 1278, 278]",truck,"(None, None)"
frame_205.jpg,"[1108, 255, 1279, 536]",car,"(1134, 410, 1191, 468)"
frame_206.jpg,"[932, 509, 1279, 713]",car,"(None, None)"
frame_207.jpg,"[828, 392, 1279, 712]",car,"(1078, 592, 1147, 661)"
frame_207.jpg,"[779, 379, 1185, 603]",car,"(1078, 592, 1147, 661)"
frame_208.jpg,"[718, 287, 1278, 708]",car,"(900, 485, 998, 536)"
frame_209.jpg,"[656, 215, 1122, 573]",car,"(956, 427, 1050, 464)"
frame_21.jpg,"[552, 163, 769, 331]",car,"(657, 246, 720, 269)"
frame_210.jpg,"[619, 190, 993, 463]",car,"(844, 341, 928, 371)"
frame_211.jpg,"[591, 173, 893, 385]",car,"(768, 285, 852, 308)"
frame_212.jpg,"[572, 158, 823, 349]",car,"(705, 245, 780, 263)"
frame_213.jpg,"[571, 151, 767, 303]",car,"(669, 223, 728, 238)"
frame_214.jpg,"[496, 134, 700, 296]",car,"(539, 247, 593, 266)"
frame_215.jpg,"[365, 141, 673, 334]",car,"(380, 271, 429, 288)"
frame_216.jpg,"[176, 150, 595, 384]",car,"(None, None)"
frame_217.jpg,"[0, 170, 434, 456]",car,"(None, None)"
frame_218.jpg,"[0, 204, 188, 451]",car,"(None, None)"
frame_219.jpg,"[781, 376, 1279, 713]",car,"(1122, 541, 1189, 621)"
frame_22.jpg,"[563, 152, 734, 298]",car,"(632, 225, 687, 243)"
frame_220.jpg,"[669, 246, 1280, 711]",car,"(None, None)"
frame_220.jpg,"[812, 46, 1278, 279]",truck,"(None, None)"
frame_221.jpg,"[615, 200, 1279, 711]",car,"(None, None)"
frame_222.jpg,"[562, 170, 1093, 565]",car,"(905, 392, 1002, 429)"
frame_223.jpg,"[557, 162, 1051, 539]",car,"(875, 381, 958, 410)"
frame_224.jpg,"[556, 164, 1052, 538]",car,"(876, 381, 959, 410)"
frame_225.jpg,"[556, 164, 1051, 535]",car,"(878, 380, 961, 411)"
frame_226.jpg,"[555, 164, 1051, 539]",car,"(870, 381, 959, 411)"
frame_227.jpg,"[556, 165, 1051, 537]",car,"(861, 382, 957, 412)"
frame_228.jpg,"[556, 165, 1051, 537]",car,"(859, 382, 957, 412)"
frame_229.jpg,"[556, 165, 1051, 535]",car,"(859, 381, 958, 411)"
frame_23.jpg,"[878, 513, 1279, 715]",car,"(None, None)"
frame_230.jpg,"[554, 164, 1047, 531]",car,"(859, 378, 954, 408)"
frame_231.jpg,"[554, 164, 1044, 527]",car,"(858, 376, 956, 407)"
frame_232.jpg,"[552, 162, 1033, 526]",car,"(857, 368, 946, 403)"
frame_233.jpg,"[547, 157, 1000, 490]",car,"(816, 352, 920, 380)"
frame_234.jpg,"[547, 153, 955, 479]",car,"(781, 330, 875, 355)"
frame_235.jpg,"[545, 148, 917, 450]",car,"(744, 310, 841, 333)"
frame_236.jpg,"[543, 145, 887, 431]",car,"(730, 292, 801, 314)"
frame_237.jpg,"[545, 141, 860, 405]",car,"(697, 272, 814, 303)"
frame_238.jpg,"[546, 139, 827, 359]",car,"(667, 266, 768, 289)"
frame_238.jpg,"[547, 138, 827, 358]",truck,"(667, 266, 768, 289)"
frame_239.jpg,"[549, 131, 796, 352]",car,"(None, None)"
frame_24.jpg,"[610, 330, 1278, 713]",car,"(None, None)"
frame_240.jpg,"[562, 128, 770, 324]",car,"(None, None)"
frame_241.jpg,"[566, 125, 754, 302]",car,"(None, None)"
frame_242.jpg,"[742, 225, 1279, 708]",car,"(1144, 570, 1192, 594)"
frame_242.jpg,"[618, 46, 1277, 279]",truck,"(1144, 570, 1192, 594)"
frame_243.jpg,"[683, 197, 1222, 610]",car,"(1092, 433, 1168, 470)"
frame_243.jpg,"[657, 46, 1277, 274]",truck,"(1092, 433, 1168, 470)"
frame_244.jpg,"[689, 46, 1277, 277]",truck,"(959, 365, 1033, 392)"
frame_244.jpg,"[639, 178, 1093, 487]",car,"(959, 365, 1033, 392)"
frame_245.jpg,"[601, 166, 987, 422]",car,"(860, 310, 936, 336)"
frame_246.jpg,"[571, 150, 891, 384]",car,"(770, 265, 841, 290)"
frame_247.jpg,"[189, 40, 855, 366]",truck,"(709, 230, 762, 246)"
frame_247.jpg,"[537, 46, 1266, 303]",truck,"(709, 230, 762, 246)"
frame_248.jpg,"[630, 144, 744, 242]",car,"(None, None)"
frame_248.jpg,"[743, 57, 1209, 278]",truck,"(None, None)"
frame_249.jpg,"[613, 144, 727, 242]",car,"(None, None)"
frame_249.jpg,"[613, 60, 1158, 274]",truck,"(None, None)"
frame_25.jpg,"[501, 230, 1031, 575]",car,"(856, 467, 962, 511)"
frame_250.jpg,"[456, 148, 684, 296]",car,"(513, 235, 567, 250)"
frame_251.jpg,"[305, 157, 613, 336]",car,"(372, 269, 423, 286)"
frame_251.jpg,"[308, 158, 614, 339]",truck,"(372, 269, 423, 286)"
frame_252.jpg,"[109, 172, 490, 390]",car,"(158, 313, 203, 333)"
frame_252.jpg,"[111, 171, 491, 389]",truck,"(158, 313, 203, 333)"
frame_253.jpg,"[0, 196, 299, 458]",car,"(None, None)"
frame_254.jpg,"[0, 237, 53, 454]",car,"(None, None)"
frame_255.jpg,"[0, 219, 198, 479]",car,"(None, None)"
frame_256.jpg,"[0, 204, 390, 472]",car,"(None, None)"
frame_257.jpg,"[82, 205, 577, 483]",car,"(373, 294, 421, 312)"
frame_257.jpg,"[189, 44, 531, 241]",truck,"(373, 294, 421, 312)"
frame_258.jpg,"[266, 213, 788, 521]",car,"(None, None)"
frame_259.jpg,"[446, 226, 1000, 590]",car,"(None, None)"
frame_26.jpg,"[497, 188, 799, 413]",car,"(648, 323, 728, 349)"
frame_260.jpg,"[596, 243, 1174, 674]",truck,"(925, 514, 1011, 568)"
frame_261.jpg,"[721, 289, 1280, 710]",car,"(None, None)"
frame_262.jpg,"[839, 321, 1279, 712]",car,"(None, None)"
frame_263.jpg,"[948, 385, 1279, 711]",car,"(None, None)"
frame_264.jpg,"[1018, 470, 1279, 715]",car,"(None, None)"
frame_265.jpg,"[1027, 556, 1279, 714]",car,"(None, None)"
frame_266.jpg,"[921, 439, 1279, 713]",car,"(None, None)"
frame_267.jpg,"[807, 333, 1280, 712]",car,"(None, None)"
frame_268.jpg,"[623, 212, 1024, 538]",car,"(861, 451, 931, 484)"
frame_269.jpg,"[586, 192, 894, 425]",car,"(759, 367, 838, 391)"
frame_27.jpg,"[527, 168, 726, 329]",car,"(594, 256, 667, 277)"
frame_270.jpg,"[573, 180, 844, 393]",car,"(731, 337, 794, 355)"
frame_271.jpg,"[570, 177, 832, 386]",car,"(726, 326, 790, 350)"
frame_272.jpg,"[571, 176, 832, 384]",car,"(728, 329, 791, 352)"
frame_273.jpg,"[570, 176, 832, 383]",car,"(730, 329, 792, 352)"
frame_274.jpg,"[571, 176, 832, 383]",car,"(729, 328, 791, 351)"
frame_275.jpg,"[570, 176, 833, 385]",car,"(732, 330, 792, 350)"
frame_276.jpg,"[570, 176, 832, 385]",car,"(732, 331, 791, 352)"
frame_277.jpg,"[570, 177, 832, 384]",car,"(733, 331, 792, 354)"
frame_278.jpg,"[570, 176, 832, 384]",car,"(731, 329, 791, 351)"
frame_279.jpg,"[570, 176, 832, 384]",car,"(732, 330, 791, 351)"
frame_28.jpg,"[834, 477, 1279, 714]",car,"(1152, 641, 1205, 688)"
frame_280.jpg,"[570, 176, 832, 383]",car,"(730, 328, 790, 350)"
frame_281.jpg,"[570, 176, 832, 384]",car,"(731, 329, 790, 351)"
frame_282.jpg,"[570, 176, 832, 384]",car,"(728, 324, 788, 342)"
frame_283.jpg,"[570, 177, 832, 384]",car,"(728, 325, 789, 343)"
frame_284.jpg,"[570, 177, 832, 384]",car,"(730, 330, 791, 352)"
frame_285.jpg,"[570, 176, 833, 382]",car,"(739, 339, 794, 356)"
frame_286.jpg,"[570, 176, 833, 382]",car,"(739, 339, 794, 356)"
